sensor_id,timestamp,waste_type,inductive_property,capacitive_property,moisture_property,infrared_property
3,2023-09-05 12:45:00,organic,0.64,0.84,0.41,71.0
3,2023-09-05 13:00:00,organic,1.23,0.12,0.06,31.5
2,2023-09-05 13:15:00,non_recyclable,1.24,0.52,0.38,25.71
3,2023-09-05 13:30:00,non_recyclable,1.29,0.8,0.98,3.41
3,2023-09-05 13:45:00,recyclable,1.36,0.11,0.03,28.12
1,2023-09-05 14:00:00,recyclable,0.82,0.22,0.39,62.96
3,2023-09-05 14:15:00,organic,1.1,0.43,0.41,16.27
3,2023-09-05 14:30:00,recyclable,1.17,0.61,0.94,96.58
1,2023-09-05 14:45:00,recyclable,1.28,0.13,0.12,67.44
2,2023-09-05 15:00:00,non_recyclable,0.83,0.34,0.33,68.67
1,2023-09-05 15:15:00,non_recyclable,0.75,0.84,0.85,56.63
3,2023-09-05 15:30:00,recyclable,1.07,0.31,0.45,72.36
4,2023-09-05 15:45:00,non_recyclable,1.23,0.48,0.76,64.45
3,2023-09-05 16:00:00,recyclable,1.23,0.37,0.23,42.15
2,2023-09-05 16:15:00,non_recyclable,1.39,0.49,0.59,74.25
2,2023-09-05 16:30:00,recyclable,1.17,0.42,0.44,44.89
4,2023-09-05 16:45:00,recyclable,0.96,0.85,0.78,72.9
3,2023-09-05 17:00:00,recyclable,0.9,0.81,0.82,97.76
2,2023-09-05 17:15:00,non_recyclable,1.09,0.59,0.88,85.54
3,2023-09-05 17:30:00,organic,1.11,0.4,1.0,89.67
3,2023-09-05 17:45:00,non_recyclable,0.91,0.93,0.98,37.53
2,2023-09-05 18:00:00,recyclable,0.62,0.25,0.21,89.12
4,2023-09-05 18:15:00,recyclable,0.93,0.36,0.42,89.62
3,2023-09-05 18:30:00,non_recyclable,1.22,0.36,0.72,19.21
1,2023-09-05 18:45:00,non_recyclable,1.06,0.02,0.55,84.12
2,2023-09-05 19:00:00,non_recyclable,1.12,0.27,0.98,56.75
4,2023-09-05 19:15:00,non_recyclable,1.4,0.61,0.32,63.2
4,2023-09-05 19:30:00,organic,1.17,0.17,0.22,9.74
3,2023-09-05 19:45:00,recyclable,1.17,0.1,0.3,12.41
4,2023-09-05 20:00:00,non_recyclable,1.19,0.07,0.94,27.03
2,2023-09-05 20:15:00,organic,0.99,0.63,0.75,98.28
4,2023-09-05 20:30:00,recyclable,1.2,0.29,0.71,74.13
2,2023-09-05 20:45:00,non_recyclable,0.96,0.54,0.31,40.43
1,2023-09-05 21:00:00,recyclable,1.35,0.09,0.46,12.4
3,2023-09-05 21:15:00,recyclable,0.79,0.98,0.31,79.99
2,2023-09-05 21:30:00,organic,1.15,0.24,0.57,0.91
3,2023-09-05 21:45:00,recyclable,1.12,0.23,0.08,58.94
4,2023-09-05 22:00:00,recyclable,1.32,0.12,0.55,47.75
4,2023-09-05 22:15:00,non_recyclable,1.06,0.75,0.37,86.75
4,2023-09-05 22:30:00,recyclable,0.9,0.02,0.7,24.6
1,2023-09-05 22:45:00,organic,1.08,0.46,0.63,3.5
1,2023-09-05 23:00:00,organic,0.71,0.67,0.05,14.81
3,2023-09-05 23:15:00,recyclable,0.8,0.18,0.2,71.72
1,2023-09-05 23:30:00,recyclable,1.34,0.97,0.5,85.37
2,2023-09-05 23:45:00,recyclable,0.83,0.73,0.26,23.91
1,2023-09-06 00:00:00,recyclable,0.8,0.78,0.16,36.28
2,2023-09-06 00:15:00,organic,0.83,0.14,0.51,47.23
2,2023-09-06 00:30:00,recyclable,1.14,0.28,0.34,86.83
3,2023-09-06 00:45:00,non_recyclable,0.92,0.67,0.03,47.71
2,2023-09-06 01:00:00,recyclable,1.03,0.19,0.98,29.19
4,2023-09-06 01:15:00,organic,0.86,0.69,0.49,65.3
1,2023-09-06 01:30:00,non_recyclable,0.84,0.27,0.76,37.09
1,2023-09-06 01:45:00,non_recyclable,0.86,0.46,0.53,43.75
2,2023-09-06 02:00:00,recyclable,0.86,0.84,0.05,3.95
1,2023-09-06 02:15:00,non_recyclable,0.76,0.94,0.73,5.9
3,2023-09-06 02:30:00,recyclable,0.96,0.05,0.3,71.96
3,2023-09-06 02:45:00,organic,1.38,0.45,0.01,67.09
4,2023-09-06 03:00:00,recyclable,1.12,0.02,0.5,50.88
4,2023-09-06 03:15:00,organic,1.29,0.88,0.47,51.08
3,2023-09-06 03:30:00,recyclable,1.39,0.64,0.69,23.3
4,2023-09-06 03:45:00,recyclable,1.24,0.41,0.76,79.06
3,2023-09-06 04:00:00,organic,0.96,0.73,0.92,78.54
4,2023-09-06 04:15:00,non_recyclable,1.34,0.91,0.88,20.55
2,2023-09-06 04:30:00,non_recyclable,1.0,0.21,0.79,4.53
4,2023-09-06 04:45:00,organic,1.2,0.04,0.12,80.5
4,2023-09-06 05:00:00,non_recyclable,1.28,0.86,0.63,91.04
4,2023-09-06 05:15:00,non_recyclable,1.09,0.32,0.3,41.49
4,2023-09-06 05:30:00,recyclable,1.18,0.76,0.59,43.01
2,2023-09-06 05:45:00,recyclable,1.05,1.0,0.93,93.61
3,2023-09-06 06:00:00,recyclable,0.87,0.49,0.06,8.07
1,2023-09-06 06:15:00,organic,1.15,0.47,0.55,17.75
2,2023-09-06 06:30:00,organic,0.65,0.94,0.85,92.17
3,2023-09-06 06:45:00,organic,1.37,0.13,0.95,91.02
4,2023-09-06 07:00:00,organic,0.78,0.86,0.3,44.56
4,2023-09-06 07:15:00,non_recyclable,0.79,0.08,0.04,10.58
3,2023-09-06 07:30:00,recyclable,1.39,0.12,0.51,4.08
3,2023-09-06 07:45:00,recyclable,0.83,0.57,0.08,39.22
4,2023-09-06 08:00:00,organic,1.33,0.77,0.16,51.68
2,2023-09-06 08:15:00,non_recyclable,1.29,0.88,0.61,82.77
3,2023-09-06 08:30:00,recyclable,0.98,0.15,0.49,53.41
2,2023-09-06 08:45:00,organic,1.08,0.35,0.99,49.49
1,2023-09-06 09:00:00,recyclable,0.61,0.27,0.92,51.71
3,2023-09-06 09:15:00,recyclable,1.33,0.94,0.24,39.3
4,2023-09-06 09:30:00,organic,0.94,0.07,0.82,8.43
4,2023-09-06 09:45:00,recyclable,0.9,0.8,0.6,77.99
1,2023-09-06 10:00:00,recyclable,1.18,0.23,0.24,61.86
4,2023-09-06 10:15:00,non_recyclable,0.68,0.42,0.25,73.88
1,2023-09-06 10:30:00,non_recyclable,1.14,0.69,0.1,1.36
2,2023-09-06 10:45:00,organic,1.25,0.65,0.88,4.65
4,2023-09-06 11:00:00,organic,0.95,0.73,0.37,46.27
1,2023-09-06 11:15:00,recyclable,1.24,0.56,0.45,33.55
2,2023-09-06 11:30:00,non_recyclable,1.29,0.46,0.04,18.38
3,2023-09-06 11:45:00,non_recyclable,0.88,0.67,0.42,40.47
4,2023-09-06 12:00:00,non_recyclable,0.83,0.41,0.94,53.03
2,2023-09-06 12:15:00,organic,0.61,0.31,0.64,81.75
3,2023-09-06 12:30:00,non_recyclable,0.96,0.42,0.19,1.97
4,2023-09-06 12:45:00,non_recyclable,1.09,0.23,0.77,71.02
1,2023-09-06 13:00:00,organic,0.85,0.6,0.03,0.78
1,2023-09-06 13:15:00,recyclable,0.6,0.34,0.74,28.39
3,2023-09-06 13:30:00,non_recyclable,0.74,0.84,0.36,15.86
1,2023-09-06 13:45:00,recyclable,0.93,0.62,0.74,0.27
3,2023-09-06 14:00:00,recyclable,0.93,0.6,0.12,20.29
2,2023-09-06 14:15:00,non_recyclable,0.66,0.68,0.54,57.1
3,2023-09-06 14:30:00,recyclable,1.37,0.33,0.11,84.53
3,2023-09-06 14:45:00,non_recyclable,0.71,0.78,0.25,96.42
4,2023-09-06 15:00:00,organic,0.66,0.33,0.41,39.2
3,2023-09-06 15:15:00,recyclable,1.15,0.24,0.99,0.84
4,2023-09-06 15:30:00,recyclable,1.19,0.61,0.46,48.24
2,2023-09-06 15:45:00,recyclable,1.21,0.24,0.35,12.9
2,2023-09-06 16:00:00,recyclable,1.17,0.58,0.5,21.28
2,2023-09-06 16:15:00,recyclable,0.88,0.52,0.03,82.85
1,2023-09-06 16:30:00,organic,0.66,0.78,0.49,66.81
2,2023-09-06 16:45:00,recyclable,0.81,0.73,0.78,48.43
1,2023-09-06 17:00:00,non_recyclable,0.8,0.26,0.7,54.25
2,2023-09-06 17:15:00,recyclable,0.76,0.31,0.54,61.3
2,2023-09-06 17:30:00,non_recyclable,0.94,0.81,0.33,40.78
4,2023-09-06 17:45:00,recyclable,0.91,0.88,0.35,28.42
2,2023-09-06 18:00:00,recyclable,0.83,0.43,0.51,99.78
2,2023-09-06 18:15:00,non_recyclable,1.05,0.98,0.05,14.41
2,2023-09-06 18:30:00,organic,1.16,0.92,0.18,38.66
3,2023-09-06 18:45:00,non_recyclable,0.68,0.09,0.37,17.63
1,2023-09-06 19:00:00,recyclable,1.01,0.08,0.63,26.97
1,2023-09-06 19:15:00,recyclable,1.07,0.29,0.94,62.76
1,2023-09-06 19:30:00,recyclable,0.94,0.6,0.8,5.73
3,2023-09-06 19:45:00,non_recyclable,0.93,0.27,0.4,17.6
2,2023-09-06 20:00:00,non_recyclable,0.85,0.14,0.5,34.02
3,2023-09-06 20:15:00,organic,1.05,0.4,0.51,59.46
3,2023-09-06 20:30:00,organic,1.08,0.09,0.09,22.89
2,2023-09-06 20:45:00,recyclable,0.71,0.82,0.51,84.5
4,2023-09-06 21:00:00,organic,0.95,0.62,0.41,63.64
1,2023-09-06 21:15:00,organic,1.3,0.24,0.75,62.83
4,2023-09-06 21:30:00,organic,1.38,0.08,0.65,91.01
4,2023-09-06 21:45:00,recyclable,0.94,0.35,0.29,75.66
1,2023-09-06 22:00:00,organic,0.71,0.26,0.76,35.82
1,2023-09-06 22:15:00,organic,1.34,0.38,0.82,57.53
4,2023-09-06 22:30:00,recyclable,0.98,0.48,0.45,82.43
2,2023-09-06 22:45:00,non_recyclable,1.18,0.24,0.57,27.49
3,2023-09-06 23:00:00,organic,1.1,0.31,0.77,59.81
4,2023-09-06 23:15:00,non_recyclable,1.24,0.33,0.68,81.27
1,2023-09-06 23:30:00,organic,1.36,0.33,0.94,12.56
3,2023-09-06 23:45:00,recyclable,0.99,0.43,0.66,7.05
3,2023-09-07 00:00:00,organic,0.84,0.75,0.97,64.65
2,2023-09-07 00:15:00,non_recyclable,1.33,0.25,0.27,57.19
4,2023-09-07 00:30:00,non_recyclable,1.4,0.68,0.86,51.45
2,2023-09-07 00:45:00,non_recyclable,1.05,0.94,0.23,21.24
1,2023-09-07 01:00:00,non_recyclable,0.6,0.17,0.78,72.06
3,2023-09-07 01:15:00,organic,1.24,0.54,0.25,8.7
2,2023-09-07 01:30:00,recyclable,0.75,0.72,0.01,50.11
1,2023-09-07 01:45:00,organic,1.0,0.54,0.5,67.21
4,2023-09-07 02:00:00,organic,1.25,0.04,0.27,37.63
2,2023-09-07 02:15:00,organic,1.35,0.76,0.7,62.84
2,2023-09-07 02:30:00,recyclable,0.76,0.54,0.49,27.88
3,2023-09-07 02:45:00,organic,1.19,0.08,0.94,88.3
3,2023-09-07 03:00:00,organic,0.89,0.96,0.75,65.95
3,2023-09-07 03:15:00,non_recyclable,0.79,0.45,0.07,67.17
2,2023-09-07 03:30:00,recyclable,1.22,0.44,0.94,82.13
3,2023-09-07 03:45:00,organic,0.88,0.68,0.95,38.86
2,2023-09-07 04:00:00,non_recyclable,1.14,0.4,0.98,1.75
3,2023-09-07 04:15:00,recyclable,1.34,0.06,0.77,33.16
2,2023-09-07 04:30:00,organic,0.72,0.95,0.38,94.3
1,2023-09-07 04:45:00,non_recyclable,0.82,0.01,0.16,3.29
3,2023-09-07 05:00:00,recyclable,1.22,0.39,0.41,73.85
3,2023-09-07 05:15:00,non_recyclable,0.91,0.87,0.68,31.08
1,2023-09-07 05:30:00,organic,1.25,0.53,0.05,53.87
4,2023-09-07 05:45:00,non_recyclable,1.15,0.45,0.39,66.92
2,2023-09-07 06:00:00,recyclable,1.14,0.6,0.81,35.21
3,2023-09-07 06:15:00,non_recyclable,0.64,0.6,0.44,4.37
1,2023-09-07 06:30:00,non_recyclable,1.29,0.66,0.02,24.59
1,2023-09-07 06:45:00,non_recyclable,0.61,0.16,0.84,45.04
2,2023-09-07 07:00:00,organic,1.39,0.81,0.9,20.03
4,2023-09-07 07:15:00,organic,1.39,0.7,0.24,46.63
3,2023-09-07 07:30:00,organic,0.64,0.41,0.65,40.93
1,2023-09-07 07:45:00,organic,1.18,0.21,0.01,75.34
4,2023-09-07 08:00:00,organic,0.61,0.9,0.17,96.71
1,2023-09-07 08:15:00,non_recyclable,1.16,0.78,0.93,41.72
3,2023-09-07 08:30:00,organic,1.3,0.07,0.94,79.97
2,2023-09-07 08:45:00,recyclable,0.75,0.35,0.9,88.07
1,2023-09-07 09:00:00,recyclable,0.65,0.7,0.79,24.59
2,2023-09-07 09:15:00,non_recyclable,1.32,0.08,0.67,29.68
3,2023-09-07 09:30:00,non_recyclable,0.71,0.37,0.21,97.49
3,2023-09-07 09:45:00,non_recyclable,1.25,0.05,0.64,4.65
1,2023-09-07 10:00:00,recyclable,1.1,0.21,0.27,56.14
4,2023-09-07 10:15:00,recyclable,1.02,0.86,0.37,41.47
4,2023-09-07 10:30:00,recyclable,0.85,0.02,0.74,34.22
4,2023-09-07 10:45:00,recyclable,0.79,0.82,1.0,23.6
2,2023-09-07 11:00:00,organic,1.1,0.01,0.63,93.95
4,2023-09-07 11:15:00,non_recyclable,0.73,0.1,0.17,93.71
2,2023-09-07 11:30:00,non_recyclable,0.88,0.97,0.47,34.88
2,2023-09-07 11:45:00,recyclable,1.04,0.24,0.28,41.07
3,2023-09-07 12:00:00,recyclable,1.09,0.86,0.95,1.0
1,2023-09-07 12:15:00,recyclable,1.29,0.92,0.89,93.46
4,2023-09-07 12:30:00,non_recyclable,1.04,0.21,0.25,53.75
3,2023-09-07 12:45:00,recyclable,1.15,0.63,0.24,99.37
1,2023-09-07 13:00:00,recyclable,0.71,0.19,0.22,25.37
4,2023-09-07 13:15:00,organic,0.89,0.58,0.72,72.4
4,2023-09-07 13:30:00,recyclable,0.64,0.83,0.59,5.64
4,2023-09-07 13:45:00,non_recyclable,1.38,0.2,0.29,80.08
3,2023-09-07 14:00:00,non_recyclable,1.08,0.94,0.72,30.39
2,2023-09-07 14:15:00,organic,1.01,0.95,0.2,8.23
2,2023-09-07 14:30:00,non_recyclable,1.32,0.74,0.16,33.59
4,2023-09-07 14:45:00,recyclable,0.88,0.47,0.13,50.17
1,2023-09-07 15:00:00,non_recyclable,1.25,0.45,0.23,68.99
1,2023-09-07 15:15:00,non_recyclable,0.95,0.43,0.09,26.56
1,2023-09-07 15:30:00,non_recyclable,0.63,0.67,0.29,95.91
4,2023-09-07 15:45:00,organic,1.18,0.25,0.33,43.02
2,2023-09-07 16:00:00,non_recyclable,0.8,0.38,0.02,8.69
4,2023-09-07 16:15:00,recyclable,0.99,0.13,0.96,48.85
1,2023-09-07 16:30:00,organic,0.94,0.25,0.35,64.03
1,2023-09-07 16:45:00,recyclable,1.07,0.86,0.74,72.03
3,2023-09-07 17:00:00,organic,0.82,0.59,0.07,39.19
3,2023-09-07 17:15:00,organic,0.71,0.74,0.91,54.55
1,2023-09-07 17:30:00,recyclable,1.19,0.55,0.31,41.34
4,2023-09-07 17:45:00,organic,0.87,0.73,0.54,32.24
4,2023-09-07 18:00:00,organic,0.64,0.05,0.33,58.54
4,2023-09-07 18:15:00,non_recyclable,0.89,0.52,0.33,66.6
1,2023-09-07 18:30:00,non_recyclable,0.94,0.03,0.78,22.48
2,2023-09-07 18:45:00,organic,1.26,0.97,0.97,1.13
1,2023-09-07 19:00:00,recyclable,0.95,0.93,0.13,2.21
2,2023-09-07 19:15:00,organic,0.7,0.22,0.07,40.3
1,2023-09-07 19:30:00,organic,1.38,0.12,0.23,52.34
3,2023-09-07 19:45:00,non_recyclable,1.01,0.55,0.38,7.69
4,2023-09-07 20:00:00,non_recyclable,1.25,0.21,0.9,56.98
2,2023-09-07 20:15:00,recyclable,1.34,0.42,0.22,40.24
2,2023-09-07 20:30:00,organic,0.62,0.64,0.41,4.29
1,2023-09-07 20:45:00,non_recyclable,1.35,0.66,0.25,5.96
4,2023-09-07 21:00:00,recyclable,0.74,0.65,0.29,9.7
2,2023-09-07 21:15:00,recyclable,1.36,0.05,0.04,15.42
2,2023-09-07 21:30:00,organic,0.68,0.13,0.17,48.97
3,2023-09-07 21:45:00,recyclable,0.89,0.23,0.85,93.95
4,2023-09-07 22:00:00,organic,1.31,0.25,0.72,8.93
3,2023-09-07 22:15:00,non_recyclable,1.21,0.8,0.29,80.28
3,2023-09-07 22:30:00,recyclable,0.91,0.34,0.04,98.76
1,2023-09-07 22:45:00,organic,0.79,0.02,0.92,94.33
4,2023-09-07 23:00:00,recyclable,0.63,0.29,0.85,22.37
1,2023-09-07 23:15:00,recyclable,0.66,0.46,0.03,37.08
1,2023-09-07 23:30:00,non_recyclable,1.19,0.25,0.14,71.77
3,2023-09-07 23:45:00,organic,0.63,0.78,0.66,0.04
1,2023-09-08 00:00:00,non_recyclable,0.78,0.38,0.83,73.91
3,2023-09-08 00:15:00,recyclable,0.79,0.15,0.35,33.08
4,2023-09-08 00:30:00,recyclable,1.25,0.4,0.93,51.06
2,2023-09-08 00:45:00,organic,1.04,0.28,0.65,8.34
4,2023-09-08 01:00:00,organic,0.76,0.32,0.57,39.23
1,2023-09-08 01:15:00,recyclable,0.92,0.86,0.48,64.9
4,2023-09-08 01:30:00,non_recyclable,0.6,0.41,0.14,67.47
1,2023-09-08 01:45:00,recyclable,1.08,0.32,0.79,0.78
3,2023-09-08 02:00:00,non_recyclable,0.76,0.19,0.54,97.1
2,2023-09-08 02:15:00,organic,0.87,0.0,0.42,42.79
2,2023-09-08 02:30:00,recyclable,1.0,0.94,0.01,10.64
4,2023-09-08 02:45:00,non_recyclable,0.82,0.99,0.61,65.82
2,2023-09-08 03:00:00,organic,1.35,0.87,0.73,79.26
3,2023-09-08 03:15:00,organic,1.27,0.9,0.83,31.34
4,2023-09-08 03:30:00,recyclable,0.89,0.48,0.18,79.81
3,2023-09-08 03:45:00,organic,0.95,0.35,0.18,88.52
4,2023-09-08 04:00:00,non_recyclable,1.31,0.36,0.24,84.56
2,2023-09-08 04:15:00,organic,0.66,0.71,0.53,55.6
4,2023-09-08 04:30:00,organic,1.28,0.41,0.28,6.76
3,2023-09-08 04:45:00,organic,0.7,0.25,0.01,57.89
2,2023-09-08 05:00:00,organic,1.1,0.72,0.74,59.1
2,2023-09-08 05:15:00,recyclable,1.32,0.14,0.59,25.41
3,2023-09-08 05:30:00,organic,0.84,0.05,0.61,50.6
3,2023-09-08 05:45:00,non_recyclable,0.89,0.92,0.89,77.27
2,2023-09-08 06:00:00,recyclable,1.17,0.81,0.28,90.95
4,2023-09-08 06:15:00,recyclable,1.15,0.94,0.15,5.34
2,2023-09-08 06:30:00,non_recyclable,0.64,0.71,0.1,27.77
3,2023-09-08 06:45:00,organic,0.88,0.36,0.1,36.24
3,2023-09-08 07:00:00,recyclable,1.26,0.64,0.19,49.2
2,2023-09-08 07:15:00,organic,0.79,0.06,0.32,33.72
4,2023-09-08 07:30:00,non_recyclable,0.82,0.93,0.25,20.62
3,2023-09-08 07:45:00,non_recyclable,1.08,0.82,0.22,3.42
2,2023-09-08 08:00:00,organic,0.91,0.48,1.0,80.43
4,2023-09-08 08:15:00,recyclable,1.16,0.6,0.8,78.2
2,2023-09-08 08:30:00,organic,1.11,0.67,0.93,68.01
4,2023-09-08 08:45:00,organic,0.61,0.39,0.22,96.32
4,2023-09-08 09:00:00,organic,1.16,0.04,0.53,9.38
3,2023-09-08 09:15:00,recyclable,0.83,0.22,0.26,37.31
3,2023-09-08 09:30:00,recyclable,1.08,0.38,0.63,49.04
3,2023-09-08 09:45:00,recyclable,1.14,0.03,0.67,47.11
4,2023-09-08 10:00:00,recyclable,0.68,0.52,0.17,63.84
4,2023-09-08 10:15:00,organic,1.2,0.27,0.64,37.59
1,2023-09-08 10:30:00,non_recyclable,1.05,0.56,0.87,79.1
4,2023-09-08 10:45:00,recyclable,0.78,0.71,0.52,86.93
1,2023-09-08 11:00:00,organic,0.71,0.7,0.76,62.79
2,2023-09-08 11:15:00,recyclable,0.7,0.18,0.95,39.75
2,2023-09-08 11:30:00,non_recyclable,0.83,0.31,0.64,12.85
4,2023-09-08 11:45:00,organic,1.38,0.05,0.92,18.06
3,2023-09-08 12:00:00,recyclable,0.92,0.79,0.01,38.75
2,2023-09-08 12:15:00,recyclable,0.8,0.25,0.95,58.2
4,2023-09-08 12:30:00,non_recyclable,0.77,0.26,0.34,41.99
4,2023-09-08 12:45:00,organic,1.09,0.81,0.05,39.67
2,2023-09-08 13:00:00,organic,0.8,0.54,0.61,43.29
2,2023-09-08 13:15:00,non_recyclable,1.02,0.49,0.39,12.68
3,2023-09-08 13:30:00,recyclable,0.92,0.98,0.95,48.36
1,2023-09-08 13:45:00,recyclable,1.3,0.44,0.06,0.24
1,2023-09-08 14:00:00,organic,0.91,0.73,0.73,53.89
1,2023-09-08 14:15:00,non_recyclable,0.61,0.69,0.31,7.76
3,2023-09-08 14:30:00,recyclable,0.87,0.96,0.82,47.96
4,2023-09-08 14:45:00,non_recyclable,1.14,0.44,0.75,3.61
3,2023-09-08 15:00:00,recyclable,1.02,0.6,0.09,32.67
2,2023-09-08 15:15:00,recyclable,1.16,0.13,0.68,56.69
1,2023-09-08 15:30:00,organic,0.77,0.46,0.53,51.63
1,2023-09-08 15:45:00,recyclable,1.15,0.33,0.68,11.99
4,2023-09-08 16:00:00,non_recyclable,1.21,0.49,0.55,91.61
3,2023-09-08 16:15:00,organic,0.69,0.82,0.95,27.42
3,2023-09-08 16:30:00,recyclable,0.92,0.37,0.63,31.02
4,2023-09-08 16:45:00,recyclable,1.25,0.22,0.25,26.31
1,2023-09-08 17:00:00,recyclable,0.94,0.14,0.5,28.68
3,2023-09-08 17:15:00,recyclable,0.78,0.38,0.71,42.42
3,2023-09-08 17:30:00,recyclable,0.92,0.12,0.21,5.67
2,2023-09-08 17:45:00,organic,1.34,0.81,0.2,66.42
1,2023-09-08 18:00:00,non_recyclable,1.05,0.77,0.49,1.88
2,2023-09-08 18:15:00,non_recyclable,0.75,0.16,0.16,80.98
2,2023-09-08 18:30:00,recyclable,0.97,0.63,0.42,76.54
2,2023-09-08 18:45:00,organic,1.19,0.48,0.2,96.72
1,2023-09-08 19:00:00,recyclable,0.92,0.05,0.89,2.91
2,2023-09-08 19:15:00,organic,1.18,0.4,0.77,22.1
2,2023-09-08 19:30:00,non_recyclable,1.04,0.77,0.52,30.55
3,2023-09-08 19:45:00,organic,1.09,0.84,0.92,47.03
4,2023-09-08 20:00:00,non_recyclable,0.88,0.57,0.28,48.38
1,2023-09-08 20:15:00,organic,1.03,0.61,0.57,73.84
3,2023-09-08 20:30:00,non_recyclable,0.81,0.83,0.64,52.45
3,2023-09-08 20:45:00,non_recyclable,0.78,0.59,0.47,0.77
4,2023-09-08 21:00:00,non_recyclable,0.9,0.71,0.7,56.99
1,2023-09-08 21:15:00,non_recyclable,0.88,0.4,0.64,42.87
2,2023-09-08 21:30:00,non_recyclable,1.03,0.51,0.36,37.06
4,2023-09-08 21:45:00,organic,1.16,0.18,0.44,40.35
1,2023-09-08 22:00:00,recyclable,1.13,0.2,0.98,87.65
3,2023-09-08 22:15:00,non_recyclable,0.72,0.51,0.1,4.89
3,2023-09-08 22:30:00,organic,1.23,0.75,0.51,19.14
3,2023-09-08 22:45:00,non_recyclable,1.3,0.83,0.79,60.46
4,2023-09-08 23:00:00,recyclable,0.8,0.1,0.21,0.1
2,2023-09-08 23:15:00,organic,1.25,0.1,0.01,82.4
1,2023-09-08 23:30:00,recyclable,0.68,0.4,0.49,48.03
2,2023-09-08 23:45:00,recyclable,0.87,0.1,0.76,65.59
4,2023-09-09 00:00:00,non_recyclable,0.95,0.93,0.63,74.0
3,2023-09-09 00:15:00,recyclable,1.35,0.45,0.82,59.37
2,2023-09-09 00:30:00,organic,1.04,0.86,0.84,59.02
2,2023-09-09 00:45:00,non_recyclable,0.83,0.81,0.63,72.73
3,2023-09-09 01:00:00,organic,1.39,0.62,0.91,0.43
4,2023-09-09 01:15:00,non_recyclable,0.89,0.4,0.81,44.26
4,2023-09-09 01:30:00,recyclable,0.68,0.93,0.08,9.39
4,2023-09-09 01:45:00,organic,1.38,0.61,0.11,50.26
3,2023-09-09 02:00:00,non_recyclable,0.96,0.61,0.26,93.88
1,2023-09-09 02:15:00,organic,0.66,0.3,0.93,93.63
1,2023-09-09 02:30:00,organic,1.26,0.47,0.3,17.65
3,2023-09-09 02:45:00,recyclable,0.92,0.65,0.67,46.7
2,2023-09-09 03:00:00,non_recyclable,1.01,0.05,0.81,87.59
3,2023-09-09 03:15:00,organic,1.09,0.67,0.22,40.34
4,2023-09-09 03:30:00,non_recyclable,1.12,0.63,0.59,21.58
3,2023-09-09 03:45:00,non_recyclable,0.9,0.25,0.05,41.76
1,2023-09-09 04:00:00,recyclable,0.76,0.71,0.96,20.53
3,2023-09-09 04:15:00,recyclable,1.03,0.4,0.44,54.17
3,2023-09-09 04:30:00,non_recyclable,1.33,0.51,0.08,52.86
3,2023-09-09 04:45:00,non_recyclable,1.39,0.18,0.79,27.57
3,2023-09-09 05:00:00,recyclable,0.6,0.95,0.05,48.99
1,2023-09-09 05:15:00,non_recyclable,0.93,0.52,0.55,75.26
2,2023-09-09 05:30:00,organic,1.06,0.33,0.21,88.78
1,2023-09-09 05:45:00,non_recyclable,0.76,0.9,0.32,71.66
2,2023-09-09 06:00:00,recyclable,0.89,0.89,0.21,90.26
2,2023-09-09 06:15:00,non_recyclable,0.72,0.23,0.75,37.6
4,2023-09-09 06:30:00,recyclable,0.84,0.34,0.54,13.07
3,2023-09-09 06:45:00,organic,1.19,0.4,0.86,84.17
3,2023-09-09 07:00:00,non_recyclable,0.97,0.79,0.62,10.0
2,2023-09-09 07:15:00,organic,0.74,0.15,0.98,53.26
1,2023-09-09 07:30:00,organic,1.22,0.66,0.29,59.89
2,2023-09-09 07:45:00,non_recyclable,0.72,0.33,0.27,30.35
2,2023-09-09 08:00:00,organic,1.3,0.27,0.25,50.88
3,2023-09-09 08:15:00,organic,1.35,0.69,0.68,90.26
2,2023-09-09 08:30:00,non_recyclable,1.36,0.22,0.12,39.2
4,2023-09-09 08:45:00,non_recyclable,0.86,0.25,0.7,57.88
3,2023-09-09 09:00:00,recyclable,1.39,0.8,0.56,18.39
4,2023-09-09 09:15:00,recyclable,0.63,0.16,0.22,38.43
4,2023-09-09 09:30:00,non_recyclable,0.98,0.3,0.08,73.34
2,2023-09-09 09:45:00,organic,0.77,0.13,0.13,39.77
3,2023-09-09 10:00:00,non_recyclable,0.76,0.56,0.57,78.81
3,2023-09-09 10:15:00,recyclable,1.28,0.04,0.77,95.98
1,2023-09-09 10:30:00,recyclable,1.15,0.39,0.18,96.09
4,2023-09-09 10:45:00,non_recyclable,0.73,0.2,0.24,90.03
4,2023-09-09 11:00:00,recyclable,1.26,0.07,0.7,71.58
1,2023-09-09 11:15:00,recyclable,1.12,0.22,0.19,18.77
3,2023-09-09 11:30:00,recyclable,1.0,0.72,0.93,40.44
2,2023-09-09 11:45:00,non_recyclable,0.74,0.71,0.84,36.01
3,2023-09-09 12:00:00,organic,1.12,0.96,0.18,7.29
1,2023-09-09 12:15:00,organic,0.87,0.45,0.97,25.63
4,2023-09-09 12:30:00,organic,1.08,0.73,0.42,82.01
3,2023-09-09 12:45:00,recyclable,1.29,0.48,0.33,52.45
1,2023-09-09 13:00:00,recyclable,0.68,0.85,0.56,60.6
1,2023-09-09 13:15:00,non_recyclable,0.86,0.21,0.09,54.13
